Geographic Area Code,Geographic Area Name,ISO3,Longitude,Latitude,SDG Region,Sex Code,Year,"Youth literacy rate in percent of persons aged 15-24 years, by sex",Nature of the Data Code,Reporting Type Code
678,Sao Tome and Principe,STP,6.60977220535278,0.241554871201515,Sub-Saharan Africa,M,2022,97.97,E,G
678,Sao Tome and Principe,STP,6.60977220535278,0.241554871201515,Sub-Saharan Africa,_T,2022,98.18,E,G
740,Suriname,SUR,-55.9062652587891,4.13260316848755,Latin America and the Caribbean,F,2021,98.7,E,G
740,Suriname,SUR,-55.9062652587891,4.13260316848755,Latin America and the Caribbean,M,2021,99.1,E,G
740,Suriname,SUR,-55.9062652587891,4.13260316848755,Latin America and the Caribbean,_T,2021,98.9,E,G
748,Eswatini,SWZ,31.5014934539795,-26.5647106170654,Sub-Saharan Africa,F,2020,97.08,E,G
748,Eswatini,SWZ,31.5014934539795,-26.5647106170654,Sub-Saharan Africa,M,2020,94.76,E,G
748,Eswatini,SWZ,31.5014934539795,-26.5647106170654,Sub-Saharan Africa,_T,2020,95.89,E,G
148,Chad,TCD,18.6661834716797,15.36279296875,Sub-Saharan Africa,F,2022,30.64,E,G
148,Chad,TCD,18.6661834716797,15.36279296875,Sub-Saharan Africa,M,2022,41.39,E,G
148,Chad,TCD,18.6661834716797,15.36279296875,Sub-Saharan Africa,_T,2022,36.07,E,G
768,Togo,TGO,0.978357672691345,8.53209590911865,Sub-Saharan Africa,F,2019,84.01,C,G
768,Togo,TGO,0.978357672691345,8.53209590911865,Sub-Saharan Africa,M,2019,92.08,C,G
768,Togo,TGO,0.978357672691345,8.53209590911865,Sub-Saharan Africa,_T,2019,87.89,C,G
764,Thailand,THA,101.020294189453,15.1308927536011,Eastern and South-Eastern Asia,F,2021,99.1,E,G
764,Thailand,THA,101.020294189453,15.1308927536011,Eastern and South-Eastern Asia,M,2021,98.4,E,G
764,Thailand,THA,101.020294189453,15.1308927536011,Eastern and South-Eastern Asia,_T,2021,98.8,E,G
762,Tajikistan,TJK,69.2949981689453,38.4306983947754,Central and Southern Asia,F,2017,97.74,C,G
762,Tajikistan,TJK,69.2949981689453,38.4306983947754,Central and Southern Asia,M,2017,100.0,C,G
762,Tajikistan,TJK,69.2949981689453,38.4306983947754,Central and Southern Asia,_T,2017,98.81,C,G
626,Timor-Leste,TLS,125.945106506348,-8.7974967956543,Eastern and South-Eastern Asia,F,2020,86.6,E,G
626,Timor-Leste,TLS,125.945106506348,-8.7974967956543,Eastern and South-Eastern Asia,M,2020,83.7,E,G
626,Timor-Leste,TLS,125.945106506348,-8.7974967956543,Eastern and South-Eastern Asia,_T,2020,85.1,E,G
776,Tonga,TON,-175.195999145508,-21.1951141357422,"Oceania, exc. Australia and New Zealand",F,2021,99.5,E,G
776,Tonga,TON,-175.195999145508,-21.1951141357422,"Oceania, exc. Australia and New Zealand",M,2021,99.3,E,G
776,Tonga,TON,-175.195999145508,-21.1951141357422,"Oceania, exc. Australia and New Zealand",_T,2021,99.4,E,G
788,Tunisia,TUN,9.57273769378662,34.1143989562988,Northern Africa and Western Asia,F,2022,97.98,E,G
788,Tunisia,TUN,9.57273769378662,34.1143989562988,Northern Africa and Western Asia,M,2022,97.83,E,G
788,Tunisia,TUN,9.57273769378662,34.1143989562988,Northern Africa and Western Asia,_T,2022,97.9,E,G
792,Türkiye,TUR,35.4289016723633,38.9899673461914,Northern Africa and Western Asia,F,2019,99.85,C,G
792,Türkiye,TUR,35.4289016723633,38.9899673461914,Northern Africa and Western Asia,M,2019,99.96,C,G
792,Türkiye,TUR,35.4289016723633,38.9899673461914,Northern Africa and Western Asia,_T,2019,99.91,C,G
834,United Republic of Tanzania,TZA,34.8052101135254,-6.26533269882202,Sub-Saharan Africa,F,2022,89.16,E,G
834,United Republic of Tanzania,TZA,34.8052101135254,-6.26533269882202,Sub-Saharan Africa,M,2022,87.65,E,G
834,United Republic of Tanzania,TZA,34.8052101135254,-6.26533269882202,Sub-Saharan Africa,_T,2022,88.4,E,G
800,Uganda,UGA,32.3910026550293,1.27955734729767,Sub-Saharan Africa,F,2022,93.02,E,G
800,Uganda,UGA,32.3910026550293,1.27955734729767,Sub-Saharan Africa,M,2022,90.64,E,G
800,Uganda,UGA,32.3910026550293,1.27955734729767,Sub-Saharan Africa,_T,2022,91.83,E,G
804,Ukraine,UKR,31.4027080535889,49.0073585510254,Europe and Northern America,F,2021,100.0,E,G
804,Ukraine,UKR,31.4027080535889,49.0073585510254,Europe and Northern America,M,2021,99.8,E,G
804,Ukraine,UKR,31.4027080535889,49.0073585510254,Europe and Northern America,_T,2021,99.9,E,G
704,Viet Nam,VNM,105.80249786377,10.0964307785034,Eastern and South-Eastern Asia,F,2019,98.54,C,G
704,Viet Nam,VNM,105.80249786377,10.0964307785034,Eastern and South-Eastern Asia,M,2019,98.71,C,G
704,Viet Nam,VNM,105.80249786377,10.0964307785034,Eastern and South-Eastern Asia,_T,2019,98.63,C,G
548,Vanuatu,VUT,167.067977905273,-15.3444557189941,"Oceania, exc. Australia and New Zealand",F,2021,97.2,E,G
548,Vanuatu,VUT,167.067977905273,-15.3444557189941,"Oceania, exc. Australia and New Zealand",M,2021,96.6,E,G
548,Vanuatu,VUT,167.067977905273,-15.3444557189941,"Oceania, exc. Australia and New Zealand",_T,2021,96.9,E,G
882,Samoa,WSM,-172.443069458008,-13.6154146194458,"Oceania, exc. Australia and New Zealand",F,2021,99.4,E,G
882,Samoa,WSM,-172.443069458008,-13.6154146194458,"Oceania, exc. Australia and New Zealand",M,2021,98.8,E,G
882,Samoa,WSM,-172.443069458008,-13.6154146194458,"Oceania, exc. Australia and New Zealand",_T,2021,99.1,E,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,F,2021,97.48,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,M,2021,95.91,C,G
710,South Africa,ZAF,24.6718444824219,-29.9995746612549,Sub-Saharan Africa,_T,2021,96.7,C,G
894,Zambia,ZMB,27.8503284454346,-14.5970106124878,Sub-Saharan Africa,F,2020,92.8,E,G
894,Zambia,ZMB,27.8503284454346,-14.5970106124878,Sub-Saharan Africa,M,2020,93.5,E,G
894,Zambia,ZMB,27.8503284454346,-14.5970106124878,Sub-Saharan Africa,_T,2020,93.2,E,G
716,Zimbabwe,ZWE,29.8690967559814,-19.0007553100586,Sub-Saharan Africa,F,2022,94.7,E,G
716,Zimbabwe,ZWE,29.8690967559814,-19.0007553100586,Sub-Saharan Africa,M,2022,86.75,E,G
716,Zimbabwe,ZWE,29.8690967559814,-19.0007553100586,Sub-Saharan Africa,_T,2022,90.86,E,G
